SOL_ID,HUB_NAME,BRANCH_NAME,BR_OPN_DATE,CLUSTER_NAME,PROVINCE_NAME,SUB_PROVINCIAL,updated_at
38,Sudurpaschim Province,Dhangadi Chauraha,2020-05-11T00:00:00.000000,Dikpal Regmi,Province 7,Dhangadhi,2024-08-07 06:59:45.556
39,Bagmati Province,Kirtipur,2020-05-12T00:00:00.000000,Shrikumar Tamang,Province 3,Bagmati 6,2024-08-07 06:59:45.556
40,Koshi Province,Gaighat,2020-05-13T00:00:00.000000,Nawraj Yadav,Province 1,Koshi 5,2024-08-07 06:59:45.556
41,Bagmati Province,Saatdobato,2020-05-14T00:00:00.000000,Prakhal Yadav,Province 3,Bagmati 8,2024-08-07 06:59:45.556
42,Madhesh Province,Malangawa,2020-05-15T00:00:00.000000,Pramil Karki,Province 2,Madhesh 4,2024-08-07 06:59:45.556
43,Bagmati Province,Teku,2020-05-16T00:00:00.000000,Posraj Limbu,Province 3,Bagmati 5,2024-08-07 06:59:45.556
44,Bagmati Province,Pepsicola,2020-05-17T00:00:00.000000,Sunanda Magar,Province 3,Bagmati 4,2024-08-07 06:59:45.556
45,Madhesh Province,Hariwon,2020-05-18T00:00:00.000000,Suk Limbu,Province 2,Madhesh 4,2024-08-07 06:59:45.556
46,Madhesh Province,Gaur,2020-05-19T00:00:00.000000,Swechchha Timalsina,Province 2,Madhesh 1,2024-08-07 06:59:45.556
47,Bagmati Province,Thankot,2020-05-20T00:00:00.000000,Prasanga Lama,Province 3,Bagmati 6,2024-08-07 06:59:45.556
48,Bagmati Province,Thamel,2020-05-21T00:00:00.000000,Jayson Limbu,Province 3,Bagmati 5,2024-08-07 06:59:45.556
49,Bagmati Province,New Baneshwor,2020-05-22T00:00:00.000000,Girijesh Pandey,Province 3,Bagmati 7,2024-08-07 06:59:45.556
50,Lumbini Province,Arghakhanchi,2020-05-23T00:00:00.000000,Suchitra Thapa,Province 5,Lumbini 2,2024-08-07 06:59:45.556
51,Lumbini Province,Lamahi,2020-05-24T00:00:00.000000,Dhirendra Timalsina,Province 5,Lumbini 6,2024-08-07 06:59:45.556
52,Madhesh Province,Siraha,2020-05-25T00:00:00.000000,Shashindra Magar,Province 2,Madhesh 6,2024-08-07 06:59:45.556
53,Bagmati Province,Panchakanya,2020-05-26T00:00:00.000000,Poshan Bhattarai,Province 3,Bagmati 8,2024-08-07 06:59:45.556
54,Bagmati Province,Corporate Office Branch,2020-05-27T00:00:00.000000,Praswish Dahal,Province 3,Bagmati 1,2024-08-07 06:59:45.556
55,Bagmati Province,Balaju,2020-05-28T00:00:00.000000,Adarsh Bhattarai,Province 3,Bagmati 4,2024-08-07 06:59:45.556
56,Koshi Province,Biratchowk,2020-05-29T00:00:00.000000,Kalyan Dahal,Province 1,Koshi 2,2024-08-07 06:59:45.556
57,Gandaki Province,Damauli,2020-05-30T00:00:00.000000,Durlabh Limbu,Province 4,Gandaki 3,2024-08-07 06:59:45.556
58,Madhesh Province,Kalaiya,2020-05-31T00:00:00.000000,Ramprawesh Timalsina,Province 2,Madhesh 1,2024-08-07 06:59:45.556
59,Lumbini Province,Kohalpur,2020-06-01T00:00:00.000000,Chumakanta Adhikari,Province 5,Lumbini 6,2024-08-07 06:59:45.556
60,Bagmati Province,Kapan,2020-06-02T00:00:00.000000,Akshar Rana,Province 3,Bagmati 3,2024-08-07 06:59:45.556
61,Lumbini Province,Bhairahawa,2020-06-03T00:00:00.000000,Yogeshwar Lama,Province 5,Lumbini 1,2024-08-07 06:59:45.556
62,Gandaki Province,Waling,2020-06-04T00:00:00.000000,Sakhil Karki,Province 4,Gandaki 1,2024-08-07 06:59:45.556
63,Bagmati Province,Lazimpat,2020-06-05T00:00:00.000000,Bajrangi Sharma,Province 3,Bagmati 5,2024-08-07 06:59:45.556
64,Bagmati Province,Golfutar,2020-06-06T00:00:00.000000,Mikma Maharjan,Province 3,Bagmati 3,2024-08-07 06:59:45.556
65,Lumbini Province,Tulsipur,2020-06-07T00:00:00.000000,Sammriddha Thapa,Province 5,Lumbini 6,2024-08-07 06:59:45.556
66,Madhesh Province,Mirchaiya,2020-06-08T00:00:00.000000,Anoj Rana,Province 2,Madhesh 3,2024-08-07 06:59:45.556
67,Koshi Province,Chandragadi,2020-06-09T00:00:00.000000,Avineak Dahal,Province 1,Koshi 3,2024-08-07 06:59:45.556
68,Bagmati Province,Hetauda,2020-06-10T00:00:00.000000,Keith Khadka,Province 3,Bagmati 2,2024-08-07 06:59:45.556
69,Koshi Province,Puspalal Chowk,2020-06-11T00:00:00.000000,Rajoj Lama,Province 1,Koshi 1,2024-08-07 06:59:45.556
70,Bagmati Province,Battar,2020-06-12T00:00:00.000000,Dorkaji Poudel,Province 3,Bagmati 8,2024-08-07 06:59:45.556
71,Sudurpaschim Province,Attariya,2020-06-13T00:00:00.000000,Sarveshwar Pandey,Province 7,Dhangadhi,2024-08-07 06:59:45.556
72,Koshi Province,Urlabari,2020-06-14T00:00:00.000000,Miraj Shrestha,Province 1,Koshi 4,2024-08-07 06:59:45.556
73,Gandaki Province,Lekhnath,2020-06-15T00:00:00.000000,Kesav Magar,Province 4,Gandaki 1,2024-08-07 06:59:45.556
74,Gandaki Province,Baglung,2020-06-16T00:00:00.000000,Karna Maharjan,Province 4,Gandaki 2,2024-08-07 06:59:45.556
75,Gandaki Province,Birauta,2020-06-17T00:00:00.000000,Sachitanand Shrestha,Province 4,Gandaki 1,2024-08-07 06:59:45.556
76,Gandaki Province,Kawasoti,2020-06-18T00:00:00.000000,Arnold Bhandari,Province 4,Gandaki 4,2024-08-07 06:59:45.556
77,Gandaki Province,Daldale,2020-06-19T00:00:00.000000,Neku Yadav,Province 4,Gandaki 4,2024-08-07 06:59:45.556
78,Koshi Province,Phidim,2020-06-20T00:00:00.000000,Novel Regmi,Province 1,Koshi 3,2024-08-07 06:59:45.556
79,Gandaki Province,Kushma,2020-06-21T00:00:00.000000,Amoda Thakuri,Province 4,Gandaki 2,2024-08-07 06:59:45.556
80,Madhesh Province,Jeetpur,2020-06-22T00:00:00.000000,Roshan Lama,Province 2,Madhesh 1,2024-08-07 06:59:45.556
81,Karnali Province,Mugu,2020-06-23T00:00:00.000000,Shahadev Neupane,Province 6,Surkhet,2024-08-07 06:59:45.556
82,Karnali Province,Kalikot,2020-06-24T00:00:00.000000,Pushp Bhandari,Province 6,Surkhet,2024-08-07 06:59:45.556
83,Lumbini Province,Bardaghat,2020-06-25T00:00:00.000000,Arati Bhandari,Province 5,Lumbini 5,2024-08-07 06:59:45.556
84,Koshi Province,Pathari,2020-06-26T00:00:00.000000,Parivesh Yadav,Province 1,Koshi 4,2024-08-07 06:59:45.556
85,Koshi Province,Budhabare,2020-06-27T00:00:00.000000,Rishan Limbu,Province 1,Koshi 3,2024-08-07 06:59:45.556
86,Sudurpaschim Province,Lamki,2020-06-28T00:00:00.000000,Namnit Maharjan,Province 7,Dhangadhi,2024-08-07 06:59:45.556
87,Koshi Province,Gauradaha,2020-06-29T00:00:00.000000,Loken Neupane,Province 1,Koshi 4,2024-08-07 06:59:45.556
88,Koshi Province,Hile,2020-06-30T00:00:00.000000,Kshetraphal Neupane,Province 1,Koshi 6,2024-08-07 06:59:45.556
89,Koshi Province,Jhumka,2020-07-01T00:00:00.000000,Sovas Shrestha,Province 1,Koshi 2,2024-08-07 06:59:45.556
90,Lumbini Province,Tansen,2020-07-02T00:00:00.000000,Lalitya Rana,Province 5,Lumbini 4,2024-08-07 06:59:45.556
91,Sudurpaschim Province,Tikapur,2020-07-03T00:00:00.000000,Awadesh Dahal,Province 7,Dhangadhi,2024-08-07 06:59:45.556
92,Lumbini Province,Ghorahi,2020-07-04T00:00:00.000000,Dayahang Limbu,Province 5,Lumbini 6,2024-08-07 06:59:45.556
93,Lumbini Province,Sau Pharsatikar,2020-07-05T00:00:00.000000,Tanbir Limbu,Province 5,Lumbini 3,2024-08-07 06:59:45.556
94,Lumbini Province,Dhakdhahi,2020-07-06T00:00:00.000000,Kedil Adhikari,Province 5,Lumbini 1,2024-08-07 06:59:45.556
95,Sudurpaschim Province,Bauniya,2020-07-07T00:00:00.000000,Samya Maharjan,Province 7,Dhangadhi,2024-08-07 06:59:45.556
96,Lumbini Province,Bhumahi,2020-07-08T00:00:00.000000,Yusna Magar,Province 5,Lumbini 5,2024-08-07 06:59:45.556
97,Lumbini Province,Bansgadhi,2020-07-09T00:00:00.000000,Barkha Thapa,Province 5,Lumbini 6,2024-08-07 06:59:45.556
98,Bagmati Province,Parsa,2020-07-10T00:00:00.000000,Sampanna Maharjan,Province 3,Bagmati 2,2024-08-07 06:59:45.556
99,Lumbini Province,Ribdikot Branch,2020-07-11T00:00:00.000000,Bishwajeet Sharma,Province 5,Lumbini 4,2024-08-07 06:59:45.556
A0,Gandaki Province,New Road-Pokhara,2020-07-12T00:00:00.000000,Rajeen Limbu,Province 4,Gandaki 1,2024-08-07 06:59:45.556
A1,Bagmati Province,Tandi,2020-07-13T00:00:00.000000,Nitish Poudel,Province 3,Bagmati 2,2024-08-07 06:59:45.556
A2,Gandaki Province,Lakeside-Pokhara,2020-07-14T00:00:00.000000,Vivid Thapa,Province 4,Gandaki 1,2024-08-07 06:59:45.556
A3,Gandaki Province,Dulegauda,2020-07-15T00:00:00.000000,Sanjeeta Khadka,Province 4,Gandaki 3,2024-08-07 06:59:45.556
A4,Bagmati Province,Hakim Chowk,2020-07-16T00:00:00.000000,Ramashankar Neupane,Province 3,Bagmati 2,2024-08-07 06:59:45.556
A5,Lumbini Province,Manigram,2020-07-17T00:00:00.000000,Hina Thapa,Province 5,Lumbini 1,2024-08-07 06:59:45.556
A6,Gandaki Province,Nayapool,2020-07-18T00:00:00.000000,Yunik Khadka,Province 4,Gandaki 2,2024-08-07 06:59:45.556
A7,Gandaki Province,Bhimad,2020-07-19T00:00:00.000000,Rocky Bhandari,Province 4,Gandaki 3,2024-08-07 06:59:45.556
A8,Koshi Province,Duhabi,2020-07-20T00:00:00.000000,Krishal Dahal,Province 1,Koshi 1,2024-08-07 06:59:45.556
A9,Lumbini Province,Saljhandi,2020-07-21T00:00:00.000000,Khuman Karki,Province 5,Lumbini 2,2024-08-07 06:59:45.556
AA,Lumbini Province,Dipnagar,2020-07-22T00:00:00.000000,Shamser Rana,Province 5,Lumbini 3,2024-08-07 06:59:45.556
B0,Lumbini Province,Rudrapur,2020-07-23T00:00:00.000000,Rajjan Dahal,Province 5,Lumbini 3,2024-08-07 06:59:45.556
B1,Lumbini Province,Khajura,2020-07-24T00:00:00.000000,Samriddha Timalsina,Province 5,Lumbini 6,2024-08-07 06:59:45.556
B2,Lumbini Province,Magragadhi,2020-07-25T00:00:00.000000,Kasindra Limbu,Province 5,Lumbini 6,2024-08-07 06:59:45.556
B3,Sudurpaschim Province,Bajhang,2020-07-26T00:00:00.000000,Shreejal Thapa,Province 7,Dhangadhi,2024-08-07 06:59:45.556
B4,Sudurpaschim Province,Bajura,2020-07-27T00:00:00.000000,Bishweshwar Tamang,Province 7,Dhangadhi,2024-08-07 06:59:45.556
B5,Sudurpaschim Province,Darchula,2020-07-28T00:00:00.000000,Abhimanu Lama,Province 7,Dhangadhi,2024-08-07 06:59:45.556
B6,Koshi Province,Bhojpur,2020-07-29T00:00:00.000000,Siraj Bhattarai,Province 1,Koshi 6,2024-08-07 06:59:45.556
B7,Koshi Province,Okhaldhunga,2020-07-30T00:00:00.000000,Divyamani Bhattarai,Province 1,Koshi 5,2024-08-07 06:59:45.556
B8,Karnali Province,Jajarkot,2020-07-31T00:00:00.000000,Rupsen Lama,Province 6,Surkhet,2024-08-07 06:59:45.556
B9,Karnali Province,Rukum,2020-08-01T00:00:00.000000,Shiwasreet Yadav,Province 6,Surkhet,2024-08-07 06:59:45.556
C0,Karnali Province,Jumla,2020-08-02T00:00:00.000000,Bakhat Yadav,Province 6,Surkhet,2024-08-07 06:59:45.556
C1,Madhesh Province,Bardibas,2020-08-03T00:00:00.000000,Tapaeshwar Bhandari,Province 2,Madhesh 3,2024-08-07 06:59:45.556
C2,Bagmati Province,Charikot,2020-08-04T00:00:00.000000,Aatma Thapa,Province 3,Bagmati 9,2024-08-07 06:59:45.556
C3,Sudurpaschim Province,Joshipur,2020-08-05T00:00:00.000000,Ghisiawan Dahal,Province 7,Dhangadhi,2024-08-07 06:59:45.556
C4,Madhesh Province,Chandranigahapur,2020-08-06T00:00:00.000000,Ramanuj Maharjan,Province 2,Madhesh 2,2024-08-07 06:59:45.556
C5,Bagmati Province,Sindhuli,2020-08-07T00:00:00.000000,Shiv Bhandari,Province 3,Bagmati 9,2024-08-07 06:59:45.556
C6,Sudurpaschim Province,Pahalmanpur,2020-08-08T00:00:00.000000,Masihuddin Karki,Province 7,Dhangadhi,2024-08-07 06:59:45.556
C7,Lumbini Province,Jumri,2020-08-09T00:00:00.000000,Dip Limbu,Province 5,Lumbini 6,2024-08-07 06:59:45.556
C8,Koshi Province,Kerabari,2020-08-10T00:00:00.000000,Samridha Neupane,Province 1,Koshi 2,2024-08-07 06:59:45.556
C9,Koshi Province,Dhulabari,2020-08-11T00:00:00.000000,Tasi Karki,Province 1,Koshi 3,2024-08-07 06:59:45.556
D0,Koshi Province,Kakarvitta,2020-08-12T00:00:00.000000,Takdir Timalsina,Province 1,Koshi 3,2024-08-07 06:59:45.556
D1,Koshi Province,Jhiljhile,2020-08-13T00:00:00.000000,Lakshmi Neupane,Province 1,Koshi 4,2024-08-07 06:59:45.556
D2,Koshi Province,Tarahara,2020-08-14T00:00:00.000000,Nixon Neupane,Province 1,Koshi 2,2024-08-07 06:59:45.556
D3,Koshi Province,Ramailo,2020-08-15T00:00:00.000000,Tularam Lama,Province 1,Koshi 4,2024-08-07 06:59:45.556
D4,Madhesh Province,Naraha,2020-08-16T00:00:00.000000,Dependra Pandey,Province 2,Madhesh 6,2024-08-07 06:59:45.556
D5,Madhesh Province,Tinkauriya,2020-08-17T00:00:00.000000,Bikku Lama,Province 2,Madhesh 5,2024-08-07 06:59:45.556
D6,Madhesh Province,Loharpatti,2020-08-18T00:00:00.000000,Babita Adhikari,Province 2,Madhesh 5,2024-08-07 06:59:45.556
D7,Madhesh Province,Kabilasi,2020-08-19T00:00:00.000000,Nischit Timalsina,Province 2,Madhesh 4,2024-08-07 06:59:45.556
D8,Madhesh Province,Haripurwa,2020-08-20T00:00:00.000000,Basanta Tamang,Province 2,Madhesh 3,2024-08-07 06:59:45.556
D9,Madhesh Province,Bankul Bazar,2020-08-21T00:00:00.000000,Prasant Timalsina,Province 2,Madhesh 5,2024-08-07 06:59:45.556
E0,Madhesh Province,Langadi,2020-08-22T00:00:00.000000,Parasmani Adhikari,Province 2,Madhesh 1,2024-08-07 06:59:45.556
E1,Madhesh Province,Samsi,2020-08-23T00:00:00.000000,Ronit Karki,Province 2,Madhesh 3,2024-08-07 06:59:45.556
E2,Madhesh Province,Bhagwanpur,2020-08-24T00:00:00.000000,Shriram Adhikari,Province 2,Madhesh 6,2024-08-07 06:59:45.556
E3,Lumbini Province,Bhalwari,2020-08-25T00:00:00.000000,Khyam Magar,Province 5,Lumbini 1,2024-08-07 06:59:45.556
E4,Gandaki Province,Aabukhaireni,2020-08-26T00:00:00.000000,Ayash Gurung,Province 4,Gandaki 3,2024-08-07 06:59:45.556
E5,Bagmati Province,Dhadingbesi,2020-08-27T00:00:00.000000,Jiten Bhandari,Province 3,Bagmati 8,2024-08-07 06:59:45.556
E6,Gandaki Province,Dumre,2020-08-28T00:00:00.000000,Keron Regmi,Province 4,Gandaki 3,2024-08-07 06:59:45.556
E7,Gandaki Province,Gorkha,2020-08-29T00:00:00.000000,Yaju Rai,Province 4,Gandaki 3,2024-08-07 06:59:45.556
E8,Gandaki Province,Beshisahar,2020-08-30T00:00:00.000000,Chhakka Rai,Province 4,Gandaki 3,2024-08-07 06:59:45.556
E9,Gandaki Province,Amrapuri,2020-08-31T00:00:00.000000,Kishore Tamang,Province 4,Gandaki 4,2024-08-07 06:59:45.556
F0,Lumbini Province,Shankarpur,2020-09-01T00:00:00.000000,Kritan Sharma,Province 5,Lumbini 5,2024-08-07 06:59:45.556
F1,Lumbini Province,Kothihawa,2020-09-02T00:00:00.000000,Jageshwor Tamang,Province 5,Lumbini 1,2024-08-07 06:59:45.556
F2,Lumbini Province,Buddhachowk,2020-09-03T00:00:00.000000,Nawnit Yadav,Province 5,Lumbini 1,2024-08-07 06:59:45.556
F3,Lumbini Province,Gopigunj,2020-09-04T00:00:00.000000,Kshityz Khadka,Province 5,Lumbini 5,2024-08-07 06:59:45.556
F4,Gandaki Province,Dumkibas,2020-09-05T00:00:00.000000,Orzoraj Maharjan,Province 4,Gandaki 4,2024-08-07 06:59:45.556
F5,Gandaki Province,Arunkhola,2020-09-06T00:00:00.000000,Grishma Sharma,Province 4,Gandaki 4,2024-08-07 06:59:45.556
F6,Lumbini Province,Khaireni,2020-09-07T00:00:00.000000,Srawan Pandey,Province 5,Lumbini 3,2024-08-07 06:59:45.556
F7,Lumbini Province,Murgiya,2020-09-08T00:00:00.000000,Kaviraj Thakuri,Province 5,Lumbini 2,2024-08-07 06:59:45.556
F8,Lumbini Province,Jitpur 4 num,2020-09-09T00:00:00.000000,Bibisha Regmi,Province 5,Lumbini 2,2024-08-07 06:59:45.556
F9,Lumbini Province,Imiliya,2020-09-10T00:00:00.000000,Aazad Rai,Province 5,Lumbini 2,2024-08-07 06:59:45.556
G0,Lumbini Province,Manigram 4 num,2020-09-11T00:00:00.000000,Aakish Gurung,Province 5,Lumbini 1,2024-08-07 06:59:45.556
G1,Lumbini Province,Bhurigaun,2020-09-12T00:00:00.000000,Jugesh Bhandari,Province 5,Lumbini 6,2024-08-07 06:59:45.556
G2,Bagmati Province,Gothatar,2020-09-13T00:00:00.000000,Ajib Thapa,Province 3,Bagmati 4,2024-08-07 06:59:45.556
G3,Bagmati Province,Manamaiju,2020-09-14T00:00:00.000000,Nimoh Sharma,Province 3,Bagmati 3,2024-08-07 06:59:45.556
G4,Bagmati Province,Sitapaila,2020-09-15T00:00:00.000000,Aftab Poudel,Province 3,Bagmati 7,2024-08-07 06:59:45.556
G5,Bagmati Province,Tokha,2020-09-16T00:00:00.000000,Anindya Karki,Province 3,Bagmati 3,2024-08-07 06:59:45.556
G6,Bagmati Province,Bhaisepati,2020-09-17T00:00:00.000000,Raktim Thakuri,Province 3,Bagmati 6,2024-08-07 06:59:45.556
G7,Bagmati Province,Bhimphedi,2020-09-18T00:00:00.000000,Christopher Acharya,Province 3,Bagmati 2,2024-08-07 06:59:45.556
G8,Bagmati Province,Thali,2020-09-19T00:00:00.000000,Bhumi Lama,Province 3,Bagmati 4,2024-08-07 06:59:45.556
G9,Bagmati Province,Duwakot,2020-09-20T00:00:00.000000,Sushan Pandey,Province 3,Bagmati 4,2024-08-07 06:59:45.556
H0,Bagmati Province,Balkot,2020-09-21T00:00:00.000000,Saman Pandey,Province 3,Bagmati 4,2024-08-07 06:59:45.556
H1,Bagmati Province,Purano Thimi,2020-09-22T00:00:00.000000,Shahil Bhattarai,Province 3,Bagmati 4,2024-08-07 06:59:45.556
H2,Bagmati Province,Satungal,2020-09-23T00:00:00.000000,Probin Karki,Province 3,Bagmati 7,2024-08-07 06:59:45.556
H3,Bagmati Province,Dhulikhel,2020-09-24T00:00:00.000000,Dharmachandra Shrestha,Province 3,Bagmati 9,2024-08-07 06:59:45.556
H4,Bagmati Province,Panchkhal,2020-09-25T00:00:00.000000,Wrishav Rana,Province 3,Bagmati 9,2024-08-07 06:59:45.556
H5,Bagmati Province,Manahari,2020-09-26T00:00:00.000000,Amarjeet Acharya,Province 3,Bagmati 2,2024-08-07 06:59:45.556
H6,Lumbini Province,Pakadi,2020-09-27T00:00:00.000000,Bom Gurung,Province 5,Lumbini 2,2024-08-07 06:59:45.556
H7,Bagmati Province,Mahalaxmi Lalitpur,2020-09-28T00:00:00.000000,Yadab Dahal,Province 3,Bagmati 6,2024-08-07 06:59:45.556
H8,Sudurpaschim Province,Dipayal,2020-09-29T00:00:00.000000,Bodh Neupane,Province 7,Dhangadhi,2024-08-07 06:59:45.556
H9,Gandaki Province,Gaidakot,2020-09-30T00:00:00.000000,Sugal Regmi,Province 4,Gandaki 4,2024-08-07 06:59:45.556
I0,Lumbini Province,Driver tole,2020-10-01T00:00:00.000000,Aljina Poudel,Province 5,Lumbini 3,2024-08-07 06:59:45.556
I1,Gandaki Province,Naudanda,2020-10-02T00:00:00.000000,Jaydeep Poudel,Province 4,Gandaki 2,2024-08-07 06:59:45.556
I2,Bagmati Province,Geetanagar,2020-10-03T00:00:00.000000,Khum Rai,Province 3,Bagmati 2,2024-08-07 06:59:45.556
I3,Bagmati Province,Khanikhola,2020-10-04T00:00:00.000000,Tejendra Tamang,Province 3,Bagmati 6,2024-08-07 06:59:45.556
I4,Bagmati Province,Gajuri,2020-10-05T00:00:00.000000,Prasad Karki,Province 3,Bagmati 8,2024-08-07 06:59:45.556
I5,Sudurpaschim Province,Bedkot,2020-10-06T00:00:00.000000,Kreeti Acharya,Province 7,Dhangadhi,2024-08-07 06:59:45.556
I6,Sudurpaschim Province,Dadeldhura,2020-10-07T00:00:00.000000,Sougat Limbu,Province 7,Dhangadhi,2024-08-07 06:59:45.556
I7,Lumbini Province,Ram Mandir- Butwal,2020-10-08T00:00:00.000000,Madan Thakuri,Province 5,Lumbini 4,2024-08-07 06:59:45.556
I8,Lumbini Province,Tribhuwan Chowk,2020-10-09T00:00:00.000000,Jagdishwor Thapa,Province 5,Lumbini 6,2024-08-07 06:59:45.556
I9,Lumbini Province,Rajmarga Chauraha,2020-10-10T00:00:00.000000,Prayag Dahal,Province 5,Lumbini 3,2024-08-07 06:59:45.556
J0,Sudurpaschim Province,Punarbas,2020-10-11T00:00:00.000000,Rabison Limbu,Province 7,Dhangadhi,2024-08-07 06:59:45.556
J1,Bagmati Province,Mahadevbesi,2020-10-12T00:00:00.000000,Bishwanand Yadav,Province 3,Bagmati 6,2024-08-07 06:59:45.556
J2,Bagmati Province,Dharke,2020-10-13T00:00:00.000000,Biswok Sharma,Province 3,Bagmati 6,2024-08-07 06:59:45.556
J3,Bagmati Province,Betrawati,2020-10-14T00:00:00.000000,Vishan Neupane,Province 3,Bagmati 8,2024-08-07 06:59:45.556
